生まれてしばらくのあいだ背中のタネにつまった栄養をとって育つ。,フシギダネ
何日だってなにも食べなくても元気!背中のタネにたくさん栄養があるから平気だ!,フシギダネ
背中のつぼみが大きく育ってくると2本脚で立つことができなくなるらしい。,フシギソウ
養分を摂って大きくなったつぼみから香りが漂いだすともうすぐハナが開く証拠だ。,フシギソウ
花からうっとりする香りがただよい戦うものの気持ちをなだめてしまう。,フシギバナ
背中に生えた大きなハナは太陽の光を吸収しエネルギーに変換できる。,フシギバナ
生まれたときから尻尾に炎が点っている。炎が消えたときその命は終わってしまう。,ヒトカゲ
尻尾の炎は気分を表現。楽しいときにはゆらゆら炎がゆれて怒ったときにはめらめら盛んに燃える。,ヒトカゲ
鋭いツメでようしゃなくたたきのめす。強敵と向かい合うと気分がたかぶり尻尾の炎が青白く燃えあがる。,リザード
強敵と戦いつづけエキサイトすると青白い炎を吐き出すことがある。,リザード
摂氏2000度の炎が体内で渦巻く。吠えると火力がさらに上がる。,リザードン
地上1400メートルまで羽を使って飛ぶことができる。高熱の炎を吐く。,リザードン
甲羅の役目は身を守るだけではない。丸い形と表面の溝が水の抵抗を減らすので速く泳げるのだ。,ゼニガメ
水面から水を噴射してエサを取る。危なくなると甲羅に手足をひっこめて身を守る。,ゼニガメ
ポカンと頭をたたかれるときこうらに引っこんでよける。でもちょっとだけシッポが出ているよ。,カメール
ふさふさの毛で覆われた大きな尻尾は長生きするほど深い色合いに変わる。甲羅のキズは強者の証。,カメール
甲羅の大砲は戦車並みの威力。発射の衝撃を強靭な足腰で踏ん張る。,カメックス
体が重たくのしかかって相手を気絶させる。ピンチのときは殻に隠れる。,カメックス
身体は柔らかく力もない。自然界では常にエサとして狙われ続ける運命。,キャタピー
赤い触角からにおいを出して敵を追い払う。脱皮を繰り返し大きくなる。,キャタピー
カラの中にはトロトロの中身が詰まっている。ほぼ動かないのはウッカリ中身がこぼれないため。,トランセル
身を守るためひたすらカラを硬くしても強い衝撃を受けると中身が出てしまう。,トランセル
10トントラックをも吹きとばす竜巻に巻きこみつつ猛毒のりんぷんでとどめを刺す。,バタフリー
羽は水を弾くりんぷんに守られている。雨の日でも空を飛ぶことができる。,バタフリー
頭に鋭いハリをもつ。森や草地の茂みに隠れひたすらハッパを食べている。,ビードル
森や草地に多く生息。頭の先に5センチぐらいの小さく鋭い毒針を持つ。,ビードル
ほとんど動かず木につかまっているが中では進化の準備で大忙し。その証拠に体が熱くなっているぞ。,コクーン
自分ではほとんど動けないが危なくなるとハリを出して毒を与えることもあるらしい。,コクーン
高速で飛びまわり毒針で攻撃したあとすぐに飛び去る戦法が得意技だ。,スピアー
両手とお尻にある3本の毒針で相手を刺して刺して刺しまくって攻撃する。,スピアー
おとなしい性格で襲われても反撃せずに砂をかけて身を守ることが多い。,ポッポ
方向感覚にとても優れているのでどんなに離れた場所からでも迷わずに自分の巣まで帰ることができる。,ポッポ
あり余る体力の持ち主で広い縄張りを飛びまわり遠くまでエサを探しにいく。,ピジョン
広い縄張りを飛び回りながら獲物を探す。発達した足のツメで獲物をしとめる。,ピジョン
エサを探すとき水面すれすれを滑るように飛んでコイキングなどをわしづかみにする。,ピジョット
マッハ2で飛行しエサを探す。その大きなツメは武器としても恐れられている。,ピジョット
どんな場所にも住みついて生きていける生命力。警戒心がとても強い。,コラッタ
キバが2つ。とにかくなんでもかじってみる。1匹見つけたら40匹はそこに住んでるはず。,コラッタ
後ろ足についた水かきを使って川を渡り広い範囲でエサを探し回る。,ラッタ
ヒゲはバランスをとる大切な器官。どんなに仲良くなっても触られると怒って噛みつく。,ラッタ
草むらの虫などを食べる。羽が短いためにいつも忙しくはばたいている。,オニスズメ
自分のテリトリーを守るため短い羽をはばたかせて忙しく飛び回っている。,オニスズメ
アローラではさかなポケモンが獲物。海の上を旋回しエサを探す光景が見られる。,オニドリル
長い首とくちばしは土や水の中にいるエサを捕まえるのに便利。細長いくちばしで器用につまむぞ。,オニドリル
顎を外すことで自分より大きな獲物も丸呑みにする。食後は身体を丸め休む。,アーボ
育つほどにどんどん長くなる。そして夜中は木の枝にグルグルと絡まって休む。,アーボ
最新の研究でお腹の模様は20種類以上のパターンがあることが判明。,アーボック
お腹の模様が怖い顔に見える。弱い敵はその模様を見ただけで逃げ出してしまう。,アーボック
膨張したキョダイマックスのパワーによって体がふくれて空まで伸びるしっぽになった。,ピカチュウ
相棒の帽子をかぶっている。シンオウ地方をいっしょに冒険したあかしなのだ。,ピカチュウ
体の電気が溜まりすぎると攻撃的な気持ちになる。しっぽから電気を逃がす。,ライチュウ
ほっぺを揉みしだくと甘くてかぐわしい匂いが漂う。ただし軽く痺れてしまうぞ。,ライチュウ
